document_id,source,title,content,source_type,confidence,as_of,created_at,chunk_id,evidence_id,city,locality,topic
75,Developer Filing,"Infrastructure Update — Kanda Gardens, Pune","Infrastructure Update for Kanda Gardens, Pune: connectivity score 76.2, infrastructure score 71.0, development score 71.3. Analysts note strong momentum driven by ongoing infrastructure and demand trends in the corridor.",DEVELOPER_FILING,0.55,2026-03-27,2026-09-04T04:21:17+00:00,0,ev_75_0,Pune,Kanda Gardens,Infrastructure Update
76,Developer Filing,"Policy/Regulatory Note — Oak Hills, Mumbai","Policy/Regulatory Note for Oak Hills, Mumbai: connectivity score 36.2, infrastructure score 59.5, development score 54.6. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",DEVELOPER_FILING,0.55,2026-06-04,2026-09-04T04:21:17+00:00,0,ev_76_0,Mumbai,Oak Hills,Policy/Regulatory Note
77,Internal Research,"Market Outlook — Oak Hills, Mumbai","Market Outlook for Oak Hills, Mumbai: connectivity score 36.2, infrastructure score 59.5, development score 54.6. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",INTERNAL_RESEARCH,0.85,2025-04-23,2026-09-04T04:21:17+00:00,0,ev_77_0,Mumbai,Oak Hills,Market Outlook
78,Developer Filing,"Infrastructure Update — Oak Hills, Mumbai","Infrastructure Update for Oak Hills, Mumbai: connectivity score 36.2, infrastructure score 59.5, development score 54.6. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",DEVELOPER_FILING,0.55,2025-01-03,2026-09-04T04:21:17+00:00,0,ev_78_0,Mumbai,Oak Hills,Infrastructure Update
79,Market Report,"Market Outlook — Khatri Extension, Delhi NCR","Market Outlook for Khatri Extension, Delhi NCR: connectivity score 57.7, infrastructure score 67.3, development score 67.9. Analysts note strong momentum driven by ongoing infrastructure and demand trends in the corridor.",MARKET_REPORT,0.8,2025-03-30,2026-09-04T04:21:17+00:00,0,ev_79_0,Delhi NCR,Khatri Extension,Market Outlook
80,Developer Filing,"Infrastructure Update — Khatri Extension, Delhi NCR","Infrastructure Update for Khatri Extension, Delhi NCR: connectivity score 57.7, infrastructure score 67.3, development score 67.9. Analysts note strong momentum driven by ongoing infrastructure and demand trends in the corridor.",DEVELOPER_FILING,0.55,2024-10-30,2026-09-04T04:21:17+00:00,0,ev_80_0,Delhi NCR,Khatri Extension,Infrastructure Update
81,Internal Research,"Market Outlook — Khatri Extension, Delhi NCR","Market Outlook for Khatri Extension, Delhi NCR: connectivity score 57.7, infrastructure score 67.3, development score 67.9. Analysts note strong momentum driven by ongoing infrastructure and demand trends in the corridor.",INTERNAL_RESEARCH,0.85,2024-11-25,2026-09-04T04:21:17+00:00,0,ev_81_0,Delhi NCR,Khatri Extension,Market Outlook
82,News,"Market Outlook — Khosla Hills, Delhi NCR","Market Outlook for Khosla Hills, Delhi NCR: connectivity score 61.0, infrastructure score 42.4, development score 53.4. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",NEWS,0.6,2025-11-12,2026-09-04T04:21:17+00:00,0,ev_82_0,Delhi NCR,Khosla Hills,Market Outlook
83,Market Report,"Locality Deep-Dive — Khosla Hills, Delhi NCR","Locality Deep-Dive for Khosla Hills, Delhi NCR: connectivity score 61.0, infrastructure score 42.4, development score 53.4. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",MARKET_REPORT,0.8,2025-09-04,2026-09-04T04:21:17+00:00,0,ev_83_0,Delhi NCR,Khosla Hills,Locality Deep-Dive
84,News,"Developer Report — Khosla Hills, Delhi NCR","Developer Report for Khosla Hills, Delhi NCR: connectivity score 61.0, infrastructure score 42.4, development score 53.4. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",NEWS,0.6,2025-10-30,2026-09-04T04:21:17+00:00,0,ev_84_0,Delhi NCR,Khosla Hills,Developer Report
85,Internal Research,"Locality Deep-Dive — Gade Extension, Pune","Locality Deep-Dive for Gade Extension, Pune: connectivity score 62.7, infrastructure score 70.6, development score 62.4. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",INTERNAL_RESEARCH,0.85,2025-09-04,2026-09-04T04:21:17+00:00,0,ev_85_0,Pune,Gade Extension,Locality Deep-Dive
86,Internal Research,"Market Outlook — Gade Extension, Pune","Market Outlook for Gade Extension, Pune: connectivity score 62.7, infrastructure score 70.6, development score 62.4. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",INTERNAL_RESEARCH,0.85,2025-01-26,2026-09-04T04:21:17+00:00,0,ev_86_0,Pune,Gade Extension,Market Outlook
87,Developer Filing,"Market Outlook — Gade Extension, Pune","Market Outlook for Gade Extension, Pune: connectivity score 62.7, infrastructure score 70.6, development score 62.4. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",DEVELOPER_FILING,0.55,2026-04-22,2026-09-04T04:21:17+00:00,0,ev_87_0,Pune,Gade Extension,Market Outlook
88,Developer Filing,"Market Outlook — Prakash Gardens, Chennai","Market Outlook for Prakash Gardens, Chennai: connectivity score 68.0, infrastructure score 57.4, development score 58.4. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",DEVELOPER_FILING,0.55,2024-11-27,2026-09-04T04:21:17+00:00,0,ev_88_0,Chennai,Prakash Gardens,Market Outlook
89,Developer Filing,"Developer Report — Prakash Gardens, Chennai","Developer Report for Prakash Gardens, Chennai: connectivity score 68.0, infrastructure score 57.4, development score 58.4. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",DEVELOPER_FILING,0.55,2025-02-22,2026-09-04T04:21:17+00:00,0,ev_89_0,Chennai,Prakash Gardens,Developer Report
90,News,"Investment Memo — Prakash Gardens, Chennai","Investment Memo for Prakash Gardens, Chennai: connectivity score 68.0, infrastructure score 57.4, development score 58.4. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",NEWS,0.6,2025-08-27,2026-09-04T04:21:17+00:00,0,ev_90_0,Chennai,Prakash Gardens,Investment Memo
91,Internal Research,"Policy/Regulatory Note — Mall Enclave, Mumbai","Policy/Regulatory Note for Mall Enclave, Mumbai: connectivity score 54.5, infrastructure score 54.1, development score 59.1. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",INTERNAL_RESEARCH,0.85,2025-01-09,2026-09-04T04:21:17+00:00,0,ev_91_0,Mumbai,Mall Enclave,Policy/Regulatory Note
92,Developer Filing,"Locality Deep-Dive — Mall Enclave, Mumbai","Locality Deep-Dive for Mall Enclave, Mumbai: connectivity score 54.5, infrastructure score 54.1, development score 59.1. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",DEVELOPER_FILING,0.55,2025-03-21,2026-09-04T04:21:17+00:00,0,ev_92_0,Mumbai,Mall Enclave,Locality Deep-Dive
93,Developer Filing,"Infrastructure Update — Mall Enclave, Mumbai","Infrastructure Update for Mall Enclave, Mumbai: connectivity score 54.5, infrastructure score 54.1, development score 59.1. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",DEVELOPER_FILING,0.55,2026-02-09,2026-09-04T04:21:17+00:00,0,ev_93_0,Mumbai,Mall Enclave,Infrastructure Update
94,Developer Filing,"Market Outlook — Chada Gardens, Delhi NCR","Market Outlook for Chada Gardens, Delhi NCR: connectivity score 40.5, infrastructure score 65.1, development score 59.0. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",DEVELOPER_FILING,0.55,2024-12-01,2026-09-04T04:21:17+00:00,0,ev_94_0,Delhi NCR,Chada Gardens,Market Outlook
95,Developer Filing,"Investment Memo — Chada Gardens, Delhi NCR","Investment Memo for Chada Gardens, Delhi NCR: connectivity score 40.5, infrastructure score 65.1, development score 59.0. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",DEVELOPER_FILING,0.55,2025-12-29,2026-09-04T04:21:17+00:00,0,ev_95_0,Delhi NCR,Chada Gardens,Investment Memo
96,Internal Research,"Policy/Regulatory Note — Chada Gardens, Delhi NCR","Policy/Regulatory Note for Chada Gardens, Delhi NCR: connectivity score 40.5, infrastructure score 65.1, development score 59.0. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",INTERNAL_RESEARCH,0.85,2026-06-13,2026-09-04T04:21:17+00:00,0,ev_96_0,Delhi NCR,Chada Gardens,Policy/Regulatory Note
97,Developer Filing,"Investment Memo — Chander Gardens, Mumbai","Investment Memo for Chander Gardens, Mumbai: connectivity score 70.0, infrastructure score 77.6, development score 57.7. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",DEVELOPER_FILING,0.55,2024-11-15,2026-09-04T04:21:17+00:00,0,ev_97_0,Mumbai,Chander Gardens,Investment Memo
98,Developer Filing,"Developer Report — Chander Gardens, Mumbai","Developer Report for Chander Gardens, Mumbai: connectivity score 70.0, infrastructure score 77.6, development score 57.7. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",DEVELOPER_FILING,0.55,2026-08-05,2026-09-04T04:21:17+00:00,0,ev_98_0,Mumbai,Chander Gardens,Developer Report
99,Internal Research,"Locality Deep-Dive — Chander Gardens, Mumbai","Locality Deep-Dive for Chander Gardens, Mumbai: connectivity score 70.0, infrastructure score 77.6, development score 57.7. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",INTERNAL_RESEARCH,0.85,2026-07-16,2026-09-04T04:21:17+00:00,0,ev_99_0,Mumbai,Chander Gardens,Locality Deep-Dive
100,Internal Research,"Locality Deep-Dive — Koshy Layout, Pune","Locality Deep-Dive for Koshy Layout, Pune: connectivity score 80.5, infrastructure score 27.4, development score 59.9. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",INTERNAL_RESEARCH,0.85,2025-02-09,2026-09-04T04:21:17+00:00,0,ev_100_0,Pune,Koshy Layout,Locality Deep-Dive
101,Internal Research,"Developer Report — Koshy Layout, Pune","Developer Report for Koshy Layout, Pune: connectivity score 80.5, infrastructure score 27.4, development score 59.9. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",INTERNAL_RESEARCH,0.85,2024-12-11,2026-09-04T04:21:17+00:00,0,ev_101_0,Pune,Koshy Layout,Developer Report
102,News,"Market Outlook — Koshy Layout, Pune","Market Outlook for Koshy Layout, Pune: connectivity score 80.5, infrastructure score 27.4, development score 59.9. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",NEWS,0.6,2025-04-23,2026-09-04T04:21:17+00:00,0,ev_102_0,Pune,Koshy Layout,Market Outlook
103,Market Report,"Investment Memo — Choudhary Gardens, Hyderabad","Investment Memo for Choudhary Gardens, Hyderabad: connectivity score 61.3, infrastructure score 77.5, development score 67.7. Analysts note strong momentum driven by ongoing infrastructure and demand trends in the corridor.",MARKET_REPORT,0.8,2025-12-21,2026-09-04T04:21:17+00:00,0,ev_103_0,Hyderabad,Choudhary Gardens,Investment Memo
104,Internal Research,"Locality Deep-Dive — Choudhary Gardens, Hyderabad","Locality Deep-Dive for Choudhary Gardens, Hyderabad: connectivity score 61.3, infrastructure score 77.5, development score 67.7. Analysts note strong momentum driven by ongoing infrastructure and demand trends in the corridor.",INTERNAL_RESEARCH,0.85,2026-07-02,2026-09-04T04:21:17+00:00,0,ev_104_0,Hyderabad,Choudhary Gardens,Locality Deep-Dive
105,Internal Research,"Market Outlook — Choudhary Gardens, Hyderabad","Market Outlook for Choudhary Gardens, Hyderabad: connectivity score 61.3, infrastructure score 77.5, development score 67.7. Analysts note strong momentum driven by ongoing infrastructure and demand trends in the corridor.",INTERNAL_RESEARCH,0.85,2026-03-27,2026-09-04T04:21:17+00:00,0,ev_105_0,Hyderabad,Choudhary Gardens,Market Outlook
106,Internal Research,"Policy/Regulatory Note — Padmanabhan Enclave, Bengaluru","Policy/Regulatory Note for Padmanabhan Enclave, Bengaluru: connectivity score 74.3, infrastructure score 81.9, development score 67.0. Analysts note strong momentum driven by ongoing infrastructure and demand trends in the corridor.",INTERNAL_RESEARCH,0.85,2025-07-28,2026-09-04T04:21:17+00:00,0,ev_106_0,Bengaluru,Padmanabhan Enclave,Policy/Regulatory Note
107,News,"Infrastructure Update — Padmanabhan Enclave, Bengaluru","Infrastructure Update for Padmanabhan Enclave, Bengaluru: connectivity score 74.3, infrastructure score 81.9, development score 67.0. Analysts note strong momentum driven by ongoing infrastructure and demand trends in the corridor.",NEWS,0.6,2024-12-08,2026-09-04T04:21:17+00:00,0,ev_107_0,Bengaluru,Padmanabhan Enclave,Infrastructure Update
108,Internal Research,"Developer Report — Padmanabhan Enclave, Bengaluru","Developer Report for Padmanabhan Enclave, Bengaluru: connectivity score 74.3, infrastructure score 81.9, development score 67.0. Analysts note strong momentum driven by ongoing infrastructure and demand trends in the corridor.",INTERNAL_RESEARCH,0.85,2026-03-30,2026-09-04T04:21:17+00:00,0,ev_108_0,Bengaluru,Padmanabhan Enclave,Developer Report
109,Developer Filing,"Policy/Regulatory Note — Devi Extension, Hyderabad","Policy/Regulatory Note for Devi Extension, Hyderabad: connectivity score 58.2, infrastructure score 71.2, development score 64.3. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",DEVELOPER_FILING,0.55,2025-03-15,2026-09-04T04:21:17+00:00,0,ev_109_0,Hyderabad,Devi Extension,Policy/Regulatory Note
110,News,"Investment Memo — Devi Extension, Hyderabad","Investment Memo for Devi Extension, Hyderabad: connectivity score 58.2, infrastructure score 71.2, development score 64.3. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",NEWS,0.6,2025-09-22,2026-09-04T04:21:17+00:00,0,ev_110_0,Hyderabad,Devi Extension,Investment Memo
111,Developer Filing,"Locality Deep-Dive — Devi Extension, Hyderabad","Locality Deep-Dive for Devi Extension, Hyderabad: connectivity score 58.2, infrastructure score 71.2, development score 64.3. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",DEVELOPER_FILING,0.55,2026-08-15,2026-09-04T04:21:17+00:00,0,ev_111_0,Hyderabad,Devi Extension,Locality Deep-Dive
112,Developer Filing,"Policy/Regulatory Note — Bhalla Nagar, Pune","Policy/Regulatory Note for Bhalla Nagar, Pune: connectivity score 88.3, infrastructure score 52.1, development score 70.8. Analysts note strong momentum driven by ongoing infrastructure and demand trends in the corridor.",DEVELOPER_FILING,0.55,2025-03-03,2026-09-04T04:21:17+00:00,0,ev_112_0,Pune,Bhalla Nagar,Policy/Regulatory Note
113,News,"Policy/Regulatory Note — Bhalla Nagar, Pune","Policy/Regulatory Note for Bhalla Nagar, Pune: connectivity score 88.3, infrastructure score 52.1, development score 70.8. Analysts note strong momentum driven by ongoing infrastructure and demand trends in the corridor.",NEWS,0.6,2025-02-23,2026-09-04T04:21:17+00:00,0,ev_113_0,Pune,Bhalla Nagar,Policy/Regulatory Note
114,Market Report,"Locality Deep-Dive — Bhalla Nagar, Pune","Locality Deep-Dive for Bhalla Nagar, Pune: connectivity score 88.3, infrastructure score 52.1, development score 70.8. Analysts note strong momentum driven by ongoing infrastructure and demand trends in the corridor.",MARKET_REPORT,0.8,2024-10-02,2026-09-04T04:21:17+00:00,0,ev_114_0,Pune,Bhalla Nagar,Locality Deep-Dive
115,Internal Research,"Infrastructure Update — Issac Layout, Mumbai","Infrastructure Update for Issac Layout, Mumbai: connectivity score 66.3, infrastructure score 54.6, development score 62.4. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",INTERNAL_RESEARCH,0.85,2025-04-23,2026-09-04T04:21:17+00:00,0,ev_115_0,Mumbai,Issac Layout,Infrastructure Update
116,Developer Filing,"Developer Report — Issac Layout, Mumbai","Developer Report for Issac Layout, Mumbai: connectivity score 66.3, infrastructure score 54.6, development score 62.4. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",DEVELOPER_FILING,0.55,2025-01-10,2026-09-04T04:21:17+00:00,0,ev_116_0,Mumbai,Issac Layout,Developer Report
117,Internal Research,"Investment Memo — Issac Layout, Mumbai","Investment Memo for Issac Layout, Mumbai: connectivity score 66.3, infrastructure score 54.6, development score 62.4. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",INTERNAL_RESEARCH,0.85,2026-04-18,2026-09-04T04:21:17+00:00,0,ev_117_0,Mumbai,Issac Layout,Investment Memo
118,Market Report,"Investment Memo — Kar Colony, Chennai","Investment Memo for Kar Colony, Chennai: connectivity score 66.5, infrastructure score 57.7, development score 60.9. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",MARKET_REPORT,0.8,2026-05-17,2026-09-04T04:21:17+00:00,0,ev_118_0,Chennai,Kar Colony,Investment Memo
119,Internal Research,"Market Outlook — Kar Colony, Chennai","Market Outlook for Kar Colony, Chennai: connectivity score 66.5, infrastructure score 57.7, development score 60.9. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",INTERNAL_RESEARCH,0.85,2025-11-24,2026-09-04T04:21:17+00:00,0,ev_119_0,Chennai,Kar Colony,Market Outlook
120,Market Report,"Policy/Regulatory Note — Kar Colony, Chennai","Policy/Regulatory Note for Kar Colony, Chennai: connectivity score 66.5, infrastructure score 57.7, development score 60.9. Analysts note moderate momentum driven by ongoing infrastructure and demand trends in the corridor.",MARKET_REPORT,0.8,2025-09-16,2026-09-04T04:21:17+00:00,0,ev_120_0,Chennai,Kar Colony,Policy/Regulatory Note
